@relation mortgage
@attribute X1MonthCDRate numeric
@attribute X1Y-CMaturityRate numeric
@attribute X3M-Rate-AuctionAverage numeric
@attribute X3M-Rate-SecondaryMarket numeric
@attribute X3Y-CMaturityRate numeric
@attribute X5Y-CMaturityRate numeric
@attribute bankCredit numeric
@attribute currency numeric
@attribute demandDeposits numeric
@attribute federalFunds numeric
@attribute moneyStock numeric
@attribute checkableDeposits numeric
@attribute loansLeases numeric
@attribute savingsDeposits numeric
@attribute tradeCurrencies numeric
@attribute class numeric
@attribute group {0,1}
@data
9.2,120.514,13.43,8.81,8.79,10.88,11.35,1561.5,145.4,237.4,9.26,517.9,368.4,1160.9,679.3,9.9,0
5.31,85.452,8.03,5.03,5.04,6.34,6.55,3657.9,378.5,408.4,5.19,1113.9,726.5,2666.2,1203,5.7,1
7.14,111.614,9.99,6.35,6.31,7.03,7.22,1971.5,171.1,272.3,7.39,638.9,462.4,1512.6,834,6.67,1
5.34,90.77,7.84,5.06,5.08,6.3,6.46,3850.9,401.1,401,5.19,1072,662.5,2836.5,1302.8,5.72,1
3.71,87.825,8.47,3.71,3.6,5.92,6.47,3200,333.3,388.9,3.69,1142.7,801.7,2230.4,1222.2,4.71,1
8.42,114.246,13.07,8.26,8.16,9.95,10.28,1439.5,135.3,233,8.62,483.4,344.4,1087.4,608.9,8.98,0
14.47,95.394,13.03,13.16,13.38,13.65,13.22,1149.5,106.9,260.5,14.87,388.9,278.7,882.2,188.8,14.71,0
3.16,83.579,8.02,2.91,2.89,4.44,5.46,2923.8,286,330.8,3.07,994.3,699.4,2105.1,1168.3,3.16,1
6.56,97.373,10.23,5.5,5.66,7.77,8.05,2194.8,189.3,292.3,6.57,746.8,549.1,1670.7,964.3,6.71,0
5.3,94.145,7.8,4.85,4.81,5.69,5.71,4590.5,492.6,351.6,5.02,1095,593.6,3346.8,1736.9,5.19,1
8.22,90.688,10.23,7.72,7.76,8.44,8.44,2640.4,227.1,279,8.27,801.3,567.6,2035.8,906.5,8.14,0
13.69,113.07,16.7,12.07,12.06,14.08,14.04,1376.8,127.3,229,13.6,449.4,317.6,1057.9,343.8,13.59,0
9.65,95.289,14.15,8.6,8.53,9.44,9.94,1150.4,108.7,253.4,10.85,384.6,272.5,878.6,176.7,9.44,0
6.38,80.922,9.25,5.86,5.87,6.98,7.39,2762.7,253.9,275.6,6.29,832.5,571.5,2117.1,934.8,6.2,1
6.57,88.734,9.92,5.73,5.72,7.42,7.79,2280.7,199.2,287.7,6.65,758.7,553.4,1742.6,938.1,6.7,1
5.56,95.375,7.17,5.04,4.97,5.56,5.59,4222.7,434.2,390.4,5.47,1085.8,643.6,3113.1,1458.6,5.39,1
5.97,78.141,7.53,5.46,5.42,5.73,5.86,3512.2,367.5,385.4,6,1143.6,766.2,2529.7,1098.9,5.59,1
6.45,94.602,10.37,5.77,5.54,7.57,7.83,2175.2,185.9,302.1,6.26,749.3,557.6,1656.9,969.6,6.67,1
5.75,81.793,7.63,5.3,5.33,5.88,5.99,3571.1,369.7,388.4,5.77,1148.2,768.6,2581.6,1104,5.63,1
8.82,93.219,12.25,8.22,8.44,9.72,9.92,1159.6,111.4,261,8.98,399.9,283.6,876.4,189.5,9.13,0
4.06,83.892,8.56,3.78,3.77,5.47,6.32,2866.9,269.6,300,3.87,918.1,641.3,2112.3,1071.7,4.14,1
7.32,102.126,9.37,5.68,5.65,6.54,6.79,2139.6,181.3,312.6,9.2,740.5,554.1,1632.1,950.6,5.97,1
9.35,121.718,13.23,9.08,9.06,10.96,11.43,1596.5,148,240.5,9.58,526.5,374.4,1189.7,698.7,9.94,0
6.65,97.526,10.35,5.96,5.87,8.02,8.3,2204.3,189.9,291,6.75,745.8,547.5,1676.1,960.7,6.96,0
5.36,92.237,7.84,5,4.98,5.87,5.95,4649.3,503.2,353.1,5.27,1105.8,594.5,3412.1,1740.3,5.45,1
14.9,98.978,15.4,14,13.79,13.55,13.33,1238.3,116.8,239.4,15.53,418.7,298.2,932.1,371.1,13.92,0
5.32,84.227,7.88,5.04,5.03,6.13,6.31,3690,385.4,404.8,5.1,1100.6,705.5,2704,1228.3,5.62,1
3.08,88.272,7.86,2.98,2.92,4.78,5.66,2949.6,295.4,340.6,2.94,1031.5,728.6,2107,1188.2,3.41,1
3.97,88.076,8.34,3.31,3.3,5.35,6.2,2957.9,291.9,340,3.37,1021.8,722.3,2115.5,1185.9,3.82,1
6.83,95.947,10.36,5.82,5.68,7.72,7.96,2198.5,188.4,295.7,6.61,747.2,551,1678.6,966.8,6.71,0
14.8,94.937,14.18,13.51,13.29,12.99,12.59,1210,114.9,264.7,14.65,411,292.5,912.8,414.6,13.61,0
5.33,87.371,7.85,5.03,5.04,6.17,6.34,3813.9,397.3,402.8,5.19,1081.2,675.6,2803.9,1282.6,5.61,1
3.3,82.426,8.05,3.18,3.18,4.83,5.7,2895.4,280.9,318.4,3.18,969.3,679.2,2090.4,1147.9,3.57,1
5.23,94.249,8.15,4.79,4.72,5.87,5.97,4578.4,490.9,359.3,4.96,1099.8,600,3336.7,1726.1,5.23,1
5.22,84.311,6.94,4.8,4.79,4.94,5.2,3646.9,372.3,398.1,5.09,1117,736.3,2651.9,1164.9,4.81,1
3.1,87.24,7.5,2.94,2.92,4.39,5.2,2984.9,299.6,343.1,2.93,1039.8,732.6,2111.5,1188.2,3.3,1
17.44,104.736,16.8,16.75,15.61,14.55,14.09,1265,118.1,236,18.71,424.2,302.3,955.3,363.5,15.44,0
6.56,96.703,10.23,5.55,5.58,7.65,7.93,2196.6,188.9,291.7,6.52,744.9,547.9,1673.9,965.1,6.53,1
8.16,112.272,13.31,7.67,7.66,9.45,9.88,1429.9,133.6,233.3,8.42,476.8,339.7,1084.9,518.6,8.41,0
8.2,90.577,10.33,7.74,7.71,8.58,8.64,2673.1,231.9,275.2,8.22,805.1,566.1,2059.5,911.9,8.22,0
5.62,88.334,9.19,5.3,5.29,6.77,7.4,2798.1,261.3,279.8,5.62,867.7,597.6,2106.1,1000.6,5.72,1
3.04,84.95,7.42,2.88,2.87,4.24,5.05,2998.2,303.8,357.6,2.98,1064,752.6,2118.8,1200.1,3.23,1
6.39,93.23,7.84,5.05,5.09,6,6.03,4754.5,512.4,351.9,5.45,1112.4,591.9,3494.7,1742.9,5.69,1
11.19,131.433,14.29,10.33,10.29,12.19,12.34,1698.8,154.5,240.8,11.46,543.4,383.5,1292.2,686.1,11.41,0
14.54,112.667,16.91,12.89,13.1,14.36,14.25,1362.2,125.6,230,15.15,447.3,317.9,1043,345,14.2,0
8.04,81.77,9.9,7.02,7.04,7.68,7.93,2740.3,245,271.2,7.56,814.6,562.6,2108,923.1,7.3,0
7.79,82.407,9.56,6.86,6.83,7.4,7.65,2754.2,247.2,276.9,7.25,824.4,570.2,2119.8,923.8,7.08,0
9.9,122.29,13.46,9.04,9,11.13,11.55,1574.3,146.4,237.1,9.62,519.8,369.4,1171.8,682.6,10.13,0
14.76,105.071,18.53,13.53,13.41,15.21,15.14,1296.8,120.5,231,14.93,429,304.4,984.3,343.3,15.14,0
8.62,142.645,13.02,8.36,8.47,10.91,11.47,1771.3,158.4,247.6,8.4,565.1,402.1,1356.3,738.8,9.61,0
5.03,83.296,8.93,4.92,4.91,6.95,7.3,3278,350,387.6,4.62,1153.6,794.9,2325.4,1178.4,6.04,1
5.55,83.49,9.25,5.4,5.31,7.5,7.74,3302.6,353,383.3,5.53,1149,787.8,2355.7,1163.8,6.63,1
5.29,95.503,6.6,4.43,4.26,4.26,4.24,4416.4,451.8,377.3,5.58,1084.2,623.6,3233.1,1549.1,4.41,1
8.85,94.091,10.22,7.94,7.9,8.37,8.26,2549.5,219,276.1,8.96,779.9,552.7,1982.9,865.2,8.32,0
7.49,135.35,12.71,7.22,7.19,9.36,9.84,1811,160.8,250.9,7.6,577,411,1386.6,757.3,8.09,0
5.22,92.118,6.89,4.43,4.43,4.5,4.45,4522.4,455.8,377.3,5.22,1092.3,628.1,3294.9,1576.7,4.46,1
3.79,87.865,8.49,3.76,3.73,6.09,6.6,3191.1,334.8,386.8,3.59,1138.7,796.2,2226.5,1221.5,4.9,1
8.64,137.714,13.29,8.41,8.29,10.93,11.43,1787.1,158.8,248.3,8.38,568.2,404.7,1370.3,745.9,9.68,0
5.21,82.317,9.19,5.25,5.22,7.38,7.69,3289.8,352.7,384.7,4.74,1151.1,790.1,2341.3,1165.5,6.42,1
14.5,94.369,14.08,13.34,13.28,13.27,12.94,1205.9,114.7,264,13.99,410,291.7,910,418.2,13.97,0
6.4,81.647,9.36,5.97,5.94,7.01,7.41,2768.4,253.6,276.1,6.32,832.8,572.1,2124.4,932.6,6.23,1
4.34,87.014,8.77,4.32,4.19,6.54,6.98,3191.7,337.1,386,3.7,1144.5,799.5,2230.3,1221,5.49,1
16.23,99.548,15.2,15.46,14.68,13.53,13.32,1236.9,116.3,241.5,15.81,416.3,296.3,931.8,374.8,14.5,0
16.97,98.716,15.7,15.05,14.76,13.86,13.21,1155.5,107.6,258.7,16.24,388.1,277.3,887.9,182.9,15.58,0
15.58,99.499,15.4,14.46,14.44,13.95,13.76,1241.8,116.8,239.5,15.73,417,296.6,934.3,372,14.69,0
5.88,94.58,7.17,5.15,5.1,5.78,5.83,4093.8,424.4,394.4,5.4,1070,637.5,3016.5,1394.8,5.53,1
5.28,94.496,7.93,4.68,4.65,5.75,5.81,4570.9,491.8,355.8,5.03,1097.1,596.5,3332.9,1731.9,5.2,1
6.82,107.666,10.76,6.31,6.29,7.57,7.83,1987.2,173.8,280,6.89,662.1,482,1525.1,867.9,6.85,0
8.53,116.033,13.66,7.96,7.96,9.95,10.26,1421,132.4,234.7,8.84,476.6,340.6,1084.9,367.1,9.06,0
11.19,123.739,14.49,10.01,9.91,13.24,13.49,1660.9,152.3,242.3,11.49,541,383.2,1258,701.5,12.15,0
8.79,95.633,10.05,7.64,7.6,8.11,8.07,2560.3,219.2,276.4,8.96,781.3,554.3,1996.7,867.5,8.07,0
5.74,93.137,8.26,5.35,5.31,6.53,6.65,4796.6,522.3,348,5.59,1120.7,590.3,3535.5,1743.2,6.13,1
3.07,82.414,7.89,2.89,2.89,4.4,5.37,2928.8,285.6,328.3,3.28,991.1,696.5,2109.6,1165.9,3.15,1
5.28,84.851,7.67,5.04,5.03,5.89,6.05,3728.5,392,403.3,5.32,1081.6,681.1,2753.1,1259.2,5.44,1
10.31,93.74,12.95,10.03,10.01,11.52,11.69,1175.3,112.3,262.5,10.03,403,286.3,886.6,192.2,11.28,0
10.39,121.457,13.78,9.68,9.73,12.26,12.65,1644.2,150.5,241.7,10.7,535.1,380.1,1233.9,703.1,11.19,0
3.09,86.686,6.97,3.02,3,4.22,4.87,3051.8,313.4,371.7,2.98,1098.9,776.6,2158.5,1211.6,3.37,1
5.05,83.088,8.89,4.92,4.9,7.02,7.38,3279.6,349.4,387.3,5.07,1153.2,795,2324.7,1179.3,6.07,1
3.1,85.392,7.5,3.06,3.06,4.6,5.36,2999.6,305.3,359.6,3.07,1071,757.7,2126.8,1201.7,3.55,1
5.92,94.595,6.99,5.3,5.27,5.71,5.72,4111.4,425.8,397.7,5.44,1080.1,646.1,3023.3,1398.8,5.55,1
5.55,92.095,8.08,5.21,5.19,6.64,6.79,3889.3,404.4,394.4,5.48,1066.1,653.4,2862.2,1313.2,6.01,1
8.31,92.49,10.26,7.83,7.77,8.62,8.59,2651.5,229.4,277,8.33,805.5,569.5,2045.4,912,8.29,0
8.02,84.525,10.08,7.18,7.13,8.07,8.33,2732.2,243.2,277.5,8.23,821,569.6,2101.9,922.6,7.58,0
3.1,86.471,6.89,2.9,2.92,4.17,4.72,3069,317.3,375.2,3.05,1110.3,784.6,2167,1211,3.35,1
6.29,95.451,9.26,5.72,5.56,6.86,7.09,2156.2,184.7,295.3,6.21,736.3,545.7,1642.8,967.2,6.18,1
7.97,86.872,10.05,7.41,7.45,8.15,8.39,2732,238.9,279.5,8.13,819,570.9,2102.3,921.4,7.73,0
5.32,94.214,7.83,4.88,4.82,5.8,5.86,4604,493,351.7,5.34,1096.1,594.5,3357.8,1734.8,5.29,1
8.52,115.302,12.79,8.21,8.25,9.78,10.03,1447.5,136.2,235.3,8.59,489.2,349.1,1090.6,635.9,8.93,0
3.1,86.749,6.87,2.96,2.97,4.15,4.69,3074.2,317,376.3,3.24,1110.7,785.5,2170.5,1213.4,3.35,1
5.58,91.4,7.24,5.12,5.14,5.77,5.81,4065.7,420.8,395.1,5.6,1068.8,639.9,2994.5,1382,5.44,1
5.57,91.502,8.15,5.14,5.14,6.62,6.78,3880.1,402.4,395.3,5.37,1062.6,651.8,2849,1312.5,5.99,1
10.9,131.477,14.26,10.27,10.24,12.27,12.46,1704.6,154.7,242.2,10.73,545.4,385.5,1295.4,686.3,11.42,0
5.37,84.193,8.05,5.03,4.97,6.23,6.42,3656.6,376,407.7,5.08,1129.7,745,2670.7,1177.3,5.62,1
9.82,93.903,12.8,9.41,9.41,11.06,11.21,1171.9,111.9,260.1,9.35,400.1,283.7,883.8,191.9,10.79,0
8.47,138.865,12.9,8.2,8.21,10.4,11,1759.6,157.8,248.2,8.44,562.9,400.7,1349.3,731.9,9.19,0
9.06,120.303,13.78,8.45,8.31,10.01,10.51,1410.7,131.8,233.1,9.61,471.6,336,1080.3,363.1,9.23,0
5.34,93.038,7.82,4.66,4.61,5.76,5.8,4612.6,495.6,352.7,5.24,1096.8,592.6,3354.9,1740.9,5.26,1
3.72,87.466,8.23,3.29,3.24,5.19,6.04,2962.1,292.1,341.4,2.94,1024.4,724.8,2122.7,1188,3.72,1
6.86,95.8,10.35,5.64,5.77,7.72,7.91,2192.7,188.2,292.4,6.79,743.7,548,1671.6,967.3,6.77,0
18.02,111.463,17.13,15.67,15.43,15.88,15.45,1283,120.1,234.4,18.25,430.1,304.8,971.7,355.7,16.56,0
8.66,116.533,13.63,8,7.8,9.84,10.23,1421.3,132.8,234,8.86,474.7,338.4,1084.7,403.4,8.83,0
4.87,94.404,6.89,4.53,4.53,5.09,5.11,4517.1,469.4,372,4.75,1098.2,620.6,3308.4,1639,4.82,1
12.97,97.012,15.9,10.79,10.47,10.49,10.63,1153.2,108.3,252.7,15.12,383.3,271.7,882.5,175.6,10.94,0
7.72,116.128,10.85,6.99,7.06,8.21,8.52,1951.1,169.3,265.1,7.97,622.7,448.5,1487.3,819.3,7.63,0
5.34,83.769,7.81,5.02,5,5.91,6.08,3641.8,375.1,403.6,5.36,1123.2,739.4,2657.5,1177.1,5.44,1
5.72,95.062,7.03,5.29,5.24,5.7,5.71,4128.5,426.4,399.9,5.45,1084.1,649.5,3026,1402.1,5.52,1
4.22,86.504,8.85,4.02,4.04,6,6.79,2885.9,271.6,306.4,4.08,933.3,654.5,2123.7,1098.9,4.55,1
5.91,100.4,9.21,5.38,5.35,6.39,6.63,2128.9,182.1,295.3,6.01,724.7,537.3,1619.5,955.7,5.76,1
5.74,82.08,7.37,5.36,5.38,5.62,5.73,3593.4,371.3,391,5.71,1135,755,2608.1,1121.8,5.45,1
4.29,87.196,8.56,4.22,4.16,6.2,6.65,3192.5,337.3,384.5,4.02,1142.1,796.8,2231.7,1223.5,5.23,1
5.56,91.826,7.31,4.93,4.92,5.84,5.94,4021.6,417,393.6,5.58,1069.2,643.4,2971.9,1369.5,5.45,1
7.85,90.722,10.44,6.89,6.89,8.52,8.67,2369.5,206.9,290.4,7.84,784.5,568.8,1817.2,955.8,7.89,0
16.31,107.143,18.27,14.41,14.35,15.97,15.7,1287.7,120.1,231.1,16.09,428.8,304.1,976.7,347.2,16.13,0
4.83,94.515,7.1,4.48,4.48,5.27,5.39,4512.5,479.7,364.3,4.7,1098.8,610.8,3325.2,1686.4,4.79,1
7.93,118.583,11.5,7.19,7.24,8.75,9.12,1907.2,168,265.9,8.49,617.6,444.8,1462.4,812.9,7.9,0
6.04,79.89,8.38,5.64,5.69,6.84,7.01,3390.6,363.3,377.5,6.06,1141.5,769.3,2450.7,1092.1,6.38,1
7.45,134.74,12.27,7.21,7.03,9.06,9.6,1820.6,161.7,252,7.62,582.5,414.9,1398.5,765.8,7.85,0
3.09,86.245,6.81,3.04,3.02,4.09,4.62,3077.1,317.5,377.4,2.91,1113.4,787.8,2172.1,1212.5,3.36,1
5.73,82.49,7.6,5.34,5.31,5.84,5.96,3578,369.6,388.4,5.73,1144.1,764.7,2578.2,1109.8,5.59,1
3.11,84.488,7.47,3.08,3.06,4.58,5.29,3023,305.8,359.6,3.09,1072.3,758.3,2135.9,1205.6,3.58,1
8.13,90.394,10.33,7.32,7.31,8.44,8.53,2398.6,209.9,287.4,8.27,784.2,567.2,1844.9,937,8.07,0
9.21,118.013,13.08,9.09,8.88,10.47,10.8,1493.2,140.2,237.1,8.9,506,360.5,1109.6,691,9.78,0
6.86,94.54,10.7,5.7,5.67,8.01,8.23,2185.4,186.9,298.8,6.8,748,554.9,1662.4,968,6.95,0
7.94,85.801,10.19,7.39,7.38,8.24,8.48,2735,241,277.9,8.25,821.2,571.2,2104.7,923,7.74,0
5.33,84.193,8.19,5.14,5.16,6.44,6.62,3691.4,383.8,410.6,5.25,1111.5,717.7,2703.5,1217.6,5.85,1
6,101.552,9.32,5.53,5.46,6.38,6.63,2138.7,181.6,298.5,7.62,726.5,539.7,1626.2,954,5.8,1
7.58,134.545,12.83,7.28,7.25,9.43,10.06,1809.1,160.7,252.5,7.91,577.6,411.9,1387.5,754.3,8.22,0
3.27,80.147,7.94,3.17,3.1,4.58,5.48,2927.4,284.3,323.2,3.33,981.8,688.4,2106.8,1158.6,3.39,1
5.33,84.7,7.95,4.87,4.85,6.11,6.32,3660.2,376.2,405,5.24,1125.4,740.5,2676.2,1179.1,5.51,1
11.31,129.95,14.43,10.39,10.38,12.34,12.55,1696.5,154.2,241,11.52,543.4,383.7,1290.8,685.8,11.61,0
7.35,86.878,10.35,6.44,6.36,8.13,8.41,2359.6,204.8,292.4,7.43,781.2,569,1805.9,957.4,7.4,0
8.36,92.617,12.85,6.5,6.44,8.78,9.08,1149.3,109.6,255.2,9.68,389.2,275.8,873.5,180.7,7.89,0
10.24,120.437,13.73,9.64,9.64,12.08,12.47,1640.7,150.4,242.2,9.98,534.4,379.6,1228.7,702,10.98,0
11.32,127.96,14.39,10.49,10.31,12.45,12.67,1682.8,153.5,241.7,11.63,542.5,382.9,1278.8,687.3,11.73,0
15.24,98.475,16.25,12.73,12.18,11.23,11.08,1150.7,108,250.6,17.56,381.1,269.9,883,176.1,11.86,0
3.8,86.849,8.75,3.65,3.63,5.92,6.78,2891.6,274.7,313.7,3.77,949.2,667.4,2110.7,1125.1,4.25,1
9.35,122.661,13.4,8.92,8.88,10.98,11.42,1584.7,147.4,241.1,9.53,525.6,374.1,1176.6,684.9,9.91,0
8.65,92.066,12.18,8.17,7.98,9.19,9.44,1156.3,110.6,257.3,8.98,394.8,279.6,875.6,187.2,8.57,0
3.08,89.186,7.8,2.97,2.92,4.7,5.55,2974,296.2,339.6,3.15,1030.5,726.9,2115.8,1188.8,3.41,1
18.17,107.512,16.79,14.4,14.82,14.76,14.48,1272.1,119.5,232.8,19.93,427,302.7,961.5,360.9,15.27,0
6.05,92.927,8.06,5.3,5.17,6.26,6.33,4798.1,533,359.6,5.01,1150.3,608.9,3520.2,1709.1,5.95,1
5.55,94.934,7.09,5.14,5.16,5.55,5.6,4195.4,431.1,394.1,5.51,1082.1,643,3081,1437.4,5.42,1
5.58,94.636,7.19,5.12,5.08,5.62,5.69,4214.8,431.4,392.8,5.6,1082,642.6,3088.4,1440.5,5.43,1
5.36,85.306,8.39,5.16,5.11,6.56,6.77,3678.3,379.9,410,5.24,1116.9,727.6,2686.8,1203.7,5.86,1
5.28,85.21,7.86,4.96,4.98,6.1,6.3,3723,389.7,404.2,5.14,1085.5,686.9,2746.1,1249.7,5.57,1
17.61,106.805,16.69,14.98,14.79,14.16,13.83,1268.8,118.7,234.9,19.33,425.5,302.7,957.2,360.5,14.73,0
6.11,97.991,9.07,5.4,5.45,6.52,6.74,2142.8,183.8,295.6,5.95,730.9,541.3,1627.5,956.2,5.9,1
16.92,99.32,16.35,13.82,13.57,11.81,11.67,1152.8,107.7,252.2,18.35,382.5,271.5,885.2,176.9,13.21,0
5.75,81.448,7.5,5.31,5.3,5.79,5.88,3578.6,370.7,392.2,5.72,1142,762,2586.1,1117,5.6,1
15.19,101.356,15.77,13.55,13.74,14.33,14.14,1249.8,117.9,239.9,15.55,428.9,307.3,942.6,371.7,14.7,0
5.92,84.096,9.13,5.8,5.77,7.6,7.74,3350.2,358.4,383.9,5.42,1146.3,779.9,2407.5,1135.1,6.95,0
8.01,85.514,10.13,7.41,7.38,8.24,8.47,2731.9,241.5,277.7,8.12,820.5,570.2,2101.3,922,7.75,0
10.3,96.369,14.68,9.73,9.14,9.57,9.94,1149.4,108.3,252.8,12.96,383.3,271.7,879.6,175.9,9.77,0
3.76,85.442,8.53,3.61,3.61,5.73,6.61,2888.2,275.6,314.5,3.89,953.1,670.1,2108,1127.6,4.12,1
3.06,85.521,7.38,2.82,2.81,4.23,5.06,2984.4,302.3,349.6,2.91,1048.3,738.5,2109.2,1189.5,3.18,1
4.93,84.956,8.76,4.74,4.68,5.99,6.71,2833.3,266,284.9,5.05,886.3,613,2105,1028.3,5,1
8.69,92.526,12.18,8.15,7.92,9.15,9.47,1152.4,110.1,256.2,9.41,392.1,277.6,874,184.3,8.51,0
18.38,104.19,16.63,16.03,16.61,15.05,14.54,1261,118.6,234.7,18.89,422.9,300.5,951.5,365,16.44,0
8.54,139.647,12.94,8.15,8.31,10.56,11.17,1768.3,158.2,247.4,8.57,563.5,400.9,1354.7,734.3,9.3,0
8.58,92.21,9.82,7.78,7.77,7.92,7.86,2602.7,220.4,278.7,8.8,787.8,560.7,2023.9,884.4,7.89,0
10.44,92.715,13.08,10.06,10.09,11.18,11.31,1179.3,112.4,264.2,10.22,405.2,288.5,890.3,192.6,11.12,0
4.11,85.773,8.82,3.83,3.87,5.82,6.7,2875.6,270.9,303.7,4.2,927.6,649.4,2114.9,1089.4,4.37,1
5.88,94.513,7.07,5.07,5.12,5.69,5.74,4090.7,424.9,395.5,5.66,1073.9,640.9,3015,1398.4,5.49,1
5.63,102.78,9.93,5.32,5.27,6.25,6.55,2047.2,176.8,287.6,5.87,686.6,502.4,1552.8,899.6,5.67,1
15.15,100.634,15.65,13.78,13.66,14.07,14.01,1247.8,118,240.5,15.33,429.4,307.7,941.9,371.8,14.27,0
10.15,116.813,15.56,8.57,8.34,12.16,12.43,1398.2,130,228.9,10.14,457.4,322.6,1073.2,346.2,11.05,0
5.09,94.032,6.78,4.45,4.47,4.64,4.62,4539.4,457.3,382.1,4.54,1097.1,631.6,3313.4,1578.9,4.59,1
13.08,105.991,17.61,12.51,12.66,14.92,14.81,1329.6,123.4,232.6,12.96,442.3,315.2,1016.2,346.5,14.72,0
5.56,92.296,8.16,5.15,5.16,6.63,6.78,3888.5,403.3,396.5,5.48,1069,657.4,2857.1,1311,5.98,1
5.95,84.765,9.18,5.59,5.49,7.74,7.79,3326,354.7,381.7,5.56,1148.1,785.4,2387.4,1148.5,7.12,0
3.87,87.309,8.84,3.71,3.69,6.02,6.88,2881.4,274.7,311.4,3.65,947.4,665.7,2111.2,1120.3,4.34,1
9.15,118.546,13.43,8.66,8.66,10.98,11.39,1547.6,144.7,238.6,9.36,518.3,369.2,1150.7,680.2,9.86,0
8.18,90.236,10.1,7.65,7.66,8.3,8.36,2633.9,225.8,276.7,8.21,796,563.6,2031.4,905.3,8.05,0
5.14,95.434,7.7,4.54,4.59,5.65,5.75,4549.3,489.5,361.9,5.01,1103,604.4,3322.1,1721.2,5.07,1
5.81,82.027,7.33,5.32,5.33,5.47,5.59,3595.9,371.5,385.4,5.91,1126,746.1,2609.2,1128.7,5.39,1
8.56,137.225,13.23,8.14,8.08,10.66,11.19,1785.6,159.2,249.3,8.45,570.6,406.6,1374.7,746.4,9.32,0
4.82,84.085,8.7,4.44,4.39,5.81,6.54,2845.6,267.4,288.3,4.68,893.5,619.3,2107.9,1034.8,4.74,1
3.27,81.97,7.87,3.1,3.07,4.59,5.48,2912.7,283,320.1,3.33,976.3,684.3,2095.8,1153.2,3.4,1
7.83,119.152,11.31,7.05,7.1,8.41,8.76,1906.1,167.9,266.9,8.03,618.9,446.2,1461.6,813.5,7.65,0
6.03,83.987,8.94,5.79,5.82,7.41,7.54,3355.4,358.2,384.3,5.63,1149.4,783.3,2419.7,1123.9,6.88,0
5.91,89.866,9.54,5.56,5.59,7.38,7.92,2787.1,259.5,279.7,5.85,862.1,593.8,2102.8,995.2,6.32,1
3.15,85.997,8.29,3.05,3.03,5.03,5.96,2940.8,289.2,338,3.07,1015.6,718.4,2107.8,1183,3.58,1
5.56,95.403,7.14,4.99,4.97,5.62,5.63,4248.4,435.3,387,5.35,1076.1,632.8,3120.9,1474.5,5.43,1
8.67,91.23,9.75,7.6,7.65,7.74,7.72,2610.5,222.7,277.1,8.47,790.6,561.8,2023.2,893.8,7.73,0
5.56,95.663,7.19,5.01,5.01,5.64,5.67,4235.3,435.8,387.9,5.49,1076.3,632.4,3116.7,1478.3,5.46,1
3.31,82.277,8.09,3.22,3.19,4.87,5.85,2902.8,279.7,317.4,3.28,965.5,676.9,2100.2,1142,3.53,1
5.59,86.109,7.64,4.92,4.97,5.97,6.12,3766.8,394.6,398.5,5.18,1080.5,677.5,2787.6,1273.1,5.5,1
7.25,93.817,10.91,6.45,6.39,8.7,8.96,2227.6,191.4,290.3,6.95,748.1,549,1696.6,953.9,7.72,0
7.88,89.317,10.66,5.81,5.86,8.21,8.54,2250.3,196.4,287.8,6.84,748.9,546.7,1719,936.5,7.24,0
6.01,77.055,8.24,5.56,5.61,6.58,6.78,3475.1,366.3,380.3,6.07,1150.5,775.5,2474.6,1084.7,6.17,1
6.17,97.294,9.03,5.58,5.55,6.53,6.76,2147.9,184.3,294.4,6.08,733.3,543.1,1633.7,963.8,5.99,1
5.34,92.76,7.76,4.66,4.65,5.71,5.77,4613.3,496.5,349,5.16,1092.9,587.7,3362.8,1747.2,5.23,1
5.04,81.73,9.05,5.07,5.1,7.24,7.61,3293.5,352.2,383.9,4.77,1149.3,788.7,2337.6,1169.6,6.28,1
5.34,94.778,6.49,4.16,3.96,4.18,4.18,4460.5,452.4,374.7,5.22,1079.8,618.7,3253.6,1559.4,4.18,1
8.31,92.667,10.22,7.85,7.85,8.63,8.57,2651.3,228.9,277.1,8.26,802.8,567.3,2045.2,911.3,8.34,0
5.58,89.817,7.58,4.94,4.99,6.2,6.33,3935.8,409.5,400,5.42,1071.8,652.9,2920.4,1329.1,5.65,1
5.57,92.424,8.01,5.22,5.15,6.48,6.62,3921.9,405,393.4,5.61,1062.2,649,2885.9,1316.7,5.93,1
9.98,90.48,11.19,9.1,9,9.74,9.61,2487.7,215,279.3,9.88,777.4,556.1,1921.1,889.9,9.71,0
6.69,93.521,10.52,5.81,5.61,7.87,8.09,2176.4,186.3,298,7.3,743.2,551,1654.7,967,6.88,0
5.99,97.542,9.06,5.58,5.62,6.53,6.74,2132,183.3,296.4,6.22,729.1,540.2,1621.2,952.9,5.92,1
5.75,81.807,7.44,5.29,5.31,5.64,5.75,3591.7,371,391.8,5.76,1137.8,757.9,2603.9,1119.8,5.48,1
5.7,105.308,9.83,5.23,5.26,6.48,6.76,2061.2,179.2,291.3,6.02,703.1,518.3,1563.5,929.8,5.76,1
5.53,90.983,7.43,5.11,5.08,5.97,6.09,3975,411.4,397.3,5.43,1068,647,2933.7,1336.3,5.54,1
13.58,97.857,15.4,12.7,12.91,13.57,13.55,1242.2,117.4,238.1,13.48,420.7,299.8,936.6,373.2,13.51,0
