@relation Rossi
@attribute survival_time numeric
@attribute survival_status numeric
@attribute fin {'no','yes'}
@attribute age numeric
@attribute race {'black','other'}
@attribute wexp {'no','yes'}
@attribute mar {'married','not married'}
@attribute paro {'no','yes'}
@attribute prio numeric
@attribute educ numeric
@attribute emp1 {'no','yes'}
@attribute emp2 {'no','yes'}
@attribute emp3 {'no','yes'}
@attribute emp4 {'no','yes'}
@attribute emp5 {'no','yes'}
@attribute emp6 {'no','yes'}
@attribute emp7 {'no','yes'}
@attribute emp8 {'no','yes'}
@attribute emp9 {'no','yes'}
@attribute emp10 {'no','yes'}
@attribute emp11 {'no','yes'}
@attribute emp12 {'no','yes'}
@attribute emp13 {'no','yes'}
@attribute emp14 {'no','yes'}
@attribute emp15 {'no','yes'}
@attribute emp16 {'no','yes'}
@attribute emp17 {'no','yes'}
@attribute emp18 {'no','yes'}
@attribute emp19 {'no','yes'}
@attribute emp20 {'no','yes'}
@attribute emp21 {'no','yes'}
@attribute emp22 {'no','yes'}
@attribute emp23 {'no','yes'}
@attribute emp24 {'no','yes'}
@attribute emp25 {'no','yes'}
@attribute emp26 {'no','yes'}
@attribute emp27 {'no','yes'}
@attribute emp28 {'no','yes'}
@attribute emp29 {'no','yes'}
@attribute emp30 {'no','yes'}
@attribute emp31 {'no','yes'}
@attribute emp32 {'no','yes'}
@attribute emp33 {'no','yes'}
@attribute emp34 {'no','yes'}
@attribute emp35 {'no','yes'}
@attribute emp36 {'no','yes'}
@attribute emp37 {'no','yes'}
@attribute emp38 {'no','yes'}
@attribute emp39 {'no','yes'}
@attribute emp40 {'no','yes'}
@attribute emp41 {'no','yes'}
@attribute emp42 {'no','yes'}
@attribute emp43 {'no','yes'}
@attribute emp44 {'no','yes'}
@attribute emp45 {'no','yes'}
@attribute emp46 {'no','yes'}
@attribute emp47 {'no','yes'}
@attribute emp48 {'no','yes'}
@attribute emp49 {'no','yes'}
@attribute emp50 {'no','yes'}
@attribute emp51 {'no','yes'}
@attribute emp52 {'no','yes'}
@attribute group {'1','2'}
@data
17,1,'no',20,'black','no','not married','yes',5,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
37,1,'yes',22,'black','yes','not married','yes',1,3,'no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',20,'black','no','not married','yes',8,3,'no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','no','no','no','no','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',21,'black','no','not married','yes',2,4,'no','no','no','no','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',21,'black','yes','not married','yes',1,4,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','2'
32,1,'no',19,'black','no','not married','yes',3,3,'no','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',26,'black','yes','not married','yes',1,2,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',23,'black','yes','married','yes',2,3,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',22,'other','yes','not married','yes',4,3,'yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',24,'black','yes','not married','no',8,4,'no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',40,'black','no','not married','no',5,2,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',32,'black','no','not married','no',2,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',38,'black','yes','not married','no',0,4,'no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','yes','yes','yes','no','no','no','no','2'
52,0,'no',26,'black','yes','not married','yes',1,3,'no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','no','no','no','no','2'
12,1,'yes',27,'black','yes','not married','yes',0,5,'no','no','yes','no','no','yes','no','no','no','yes','yes','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',29,'black','yes','married','yes',3,4,'no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
18,1,'no',20,'black','yes','not married','yes',4,4,'no','no','no','no','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',22,'black','no','not married','no',1,3,'no','no','no','no','no','yes','yes','no','no','no','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','2'
52,0,'no',22,'other','no','not married','no',5,4,'yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','2'
14,1,'yes',19,'black','yes','not married','no',12,4,'no','yes','no','yes','no','no','yes','yes','yes','yes','yes','yes','yes','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',22,'black','yes','not married','no',1,3,'no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',19,'black','no','not married','no',3,3,'no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',32,'black','yes','not married','no',1,3,'no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',25,'black','yes','not married','yes',2,4,'no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
38,1,'no',21,'black','no','not married','yes',2,2,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes',?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'yes',36,'black','yes','not married','yes',1,2,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','2'
24,1,'no',40,'black','yes','not married','no',2,2,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
20,1,'yes',20,'black','no','not married','yes',1,3,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','yes','yes','yes','yes',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
32,1,'yes',19,'black','no','not married','yes',0,4,'yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',18,'black','no','not married','yes',4,4,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',28,'black','yes','not married','no',0,4,'yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',22,'black','yes','not married','no',2,4,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',25,'black','no','not married','yes',1,5,'no','no','no','no','no','no','no','no','no','no','yes','yes','yes','no','no','no','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',28,'black','yes','not married','no',2,3,'no','no','yes','yes','no','yes','no','no','yes','yes','yes','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',25,'black','yes','not married','no',2,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',20,'black','yes','not married','no',4,5,'no','no','no','yes','yes','no','no','no','yes','yes','yes','yes','yes','no','no','no','yes','yes','yes','yes','yes','yes','no','no','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',24,'black','no','not married','no',5,3,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'no',24,'black','yes','not married','no',0,4,'no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',36,'other','yes','not married','yes',2,4,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',34,'black','yes','not married','no',1,5,'no','no','no','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
31,1,'no',19,'black','yes','not married','yes',5,3,'no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
20,1,'yes',23,'black','no','not married','yes',1,3,'no','yes','yes','no','no','no','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
40,1,'no',19,'black','yes','not married','yes',3,3,'no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'yes',40,'black','yes','not married','no',2,4,'no','yes','yes','yes','yes','no','no','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',31,'black','yes','not married','no',2,4,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',23,'black','yes','married','yes',0,4,'yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',42,'black','no','not married','yes',2,3,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
42,1,'yes',26,'black','yes','married','yes',1,6,'no','yes','yes','yes','yes','yes','yes','no','no','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no',?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',20,'black','no','not married','yes',9,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
26,1,'no',27,'black','yes','not married','yes',1,5,'no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'yes',24,'black','no','not married','no',5,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',25,'black','no','not married','no',2,5,'no','no','no','no','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',22,'black','yes','not married','yes',3,4,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',20,'black','no','not married','yes',2,4,'no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',20,'black','yes','not married','yes',2,4,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
47,1,'no',22,'black','no','not married','yes',3,3,'no','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','no','no','no',?,?,?,?,?,'1'
52,0,'no',18,'black','yes','not married','yes',1,4,'no','no','no','no','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',20,'black','yes','not married','yes',2,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','yes','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
40,1,'no',20,'black','yes','not married','yes',1,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',22,'black','yes','not married','yes',2,4,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','2'
52,0,'yes',30,'black','yes','married','no',2,3,'no','yes','yes','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'no',36,'other','yes','not married','no',1,5,'yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'no',25,'other','yes','married','yes',5,3,'yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
21,1,'no',29,'black','no','not married','yes',3,2,'no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',19,'black','yes','not married','yes',3,4,'yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',24,'black','yes','not married','yes',2,3,'no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',21,'black','no','not married','no',0,3,'no','no','no','no','no','no','yes','no','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',35,'black','yes','not married','yes',6,3,'no','no','no','yes','yes','yes','yes','yes','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',19,'other','yes','not married','no',4,3,'no','no','no','no','no','no','no','no','no','no','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
1,1,'no',20,'black','no','not married','no',0,3,'no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
43,1,'no',22,'other','no','not married','no',3,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,'1'
24,1,'no',23,'black','yes','not married','no',1,3,'yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
11,1,'no',19,'black','no','not married','no',18,4,'no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',18,'black','no','not married','yes',3,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','2'
52,0,'yes',38,'other','yes','not married','yes',2,3,'no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
52,0,'yes',18,'other','no','not married','yes',6,4,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'no',22,'black','yes','married','yes',1,4,'no','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
33,1,'no',21,'black','no','not married','yes',3,3,'no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'no',21,'black','yes','not married','yes',1,4,'yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
46,1,'yes',21,'black','no','not married','yes',5,3,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,'1'
36,1,'yes',17,'black','no','not married','yes',3,3,'no','no','no','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','no','no','no','no','no','no','no','no','no','no',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'1'
52,0,'yes',22,'black','yes','not married','yes',1,4,'no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','2'
52,0,'yes',23,'black','yes','married','yes',0,5,'no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','no','no','no','no','no','no','no','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','yes','2'
